GB_GCA_004210275.1
GB_GCA_000742835.1
GB_GCA_002746255.1
GB_GCA_016776635.1
GB_GCA_018667475.1
GB_GCA_009380075.1
GB_GCA_018666775.1
GB_GCA_004356985.1
GB_GCA_016869145.1
GB_GCA_009377375.1
GB_GCA_002709075.1
GB_GCA_012103315.1
GB_GCA_002720855.1
GB_GCA_905479125.1
GB_GCA_002295635.1
GB_GCA_004213075.1
GB_GCA_002471575.1
GB_GCA_018661685.1
GB_GCA_017640745.1
GB_GCA_014904705.1
GB_GCA_000426505.1
GB_GCA_014904795.1
GB_GCA_002238645.1
GB_GCA_002701455.1
GB_GCA_018667895.1
GB_GCA_913020505.1
GB_GCA_002690685.1
GB_GCA_013203465.1
GB_GCA_000423805.1
GB_GCA_000510265.1
GB_GCA_000319385.1
GB_GCA_014652915.1
GB_GCA_000171835.1
GB_GCA_003278095.1
GB_GCA_902619615.1
GB_GCA_011522975.1
GB_GCA_016778985.1
GB_GCA_018701255.1
GB_GCA_913064825.1
GB_GCA_913064885.1
GB_GCA_011522725.1
GB_GCA_018624035.1
GB_GCA_009920665.1
GB_GCA_000024465.1
GB_GCA_018668795.1
GB_GCA_016778895.1
GB_GCA_905479355.1
GB_GCA_905182545.1
GB_GCA_017859295.1
GB_GCA_011524995.1
GB_GCA_017857715.1
GB_GCA_011524805.1
GB_GCA_000238815.1
GB_GCA_016780775.1
GB_GCA_011522945.1
GB_GCA_018666135.1
GB_GCA_902622515.1
GB_GCA_902520885.1
GB_GCA_913064635.1
GB_GCA_009649675.1
GB_GCA_012103325.1
GB_GCA_009377445.1
GB_GCA_002724395.1
GB_GCA_002711555.1
GB_GCA_004005845.1
GB_GCA_016743915.1
GB_GCA_003385955.1
GB_GCA_009711445.1
GB_GCA_017963645.1
GB_GCA_002709955.1
GB_GCA_002696645.1
GB_GCA_012926505.1
GB_GCA_017643735.1
GB_GCA_016792765.1
GB_GCA_900197615.1
GB_GCA_002238725.1
GB_GCA_009838215.1
GB_GCA_009836525.1
GB_GCA_008081395.1
GB_GCA_002724635.1
GB_GCA_018702955.1
GB_GCA_018667335.1
GB_GCA_018666195.1
GB_GCA_017643325.1
GB_GCA_011087645.1
GB_GCA_013003285.1
GB_GCA_002713365.1
GB_GCA_002937505.1
GB_GCA_014191775.1
GB_GCA_014324045.1
GB_GCA_011683915.1
GB_GCA_001657395.1
GB_GCA_014925385.1
GB_GCA_009377535.1
GB_GCA_007004665.1
GB_GCA_000374005.1
GB_GCA_913060675.1
GB_GCA_913063065.1
GB_GCA_002118285.1
GB_GCA_001026905.1
GB_GCA_900313065.1
GB_GCA_000982415.1
GB_GCA_000420625.1
GB_GCA_000686045.1
GB_GCA_900177295.1
GB_GCA_006969625.1
GB_GCA_003572205.1
GB_GCA_000515255.1
GB_GCA_900100655.1
GB_GCA_913055855.1
GB_GCA_007127165.1
GB_GCA_003344765.1
GB_GCA_905480575.1
GB_GCA_002708995.1
GB_GCA_016778845.1
GB_GCA_002687095.1
GB_GCA_905479265.1
GB_GCA_905480585.1
GB_GCA_014641495.1
GB_GCA_004564135.1
GB_GCA_900093605.1
GB_GCA_013373265.1
GB_GCA_013373205.1
GB_GCA_000688235.1
GB_GCA_002115755.1
GB_GCA_002115825.1
GB_GCA_002844295.1
GB_GCA_001907695.1
GB_GCA_003326755.1
GB_GCA_002115745.1
GB_GCA_000300235.1
GB_GCA_001613855.1
GB_GCA_011806425.1
GB_GCA_000421265.1
GB_GCA_011806525.1
GB_GCA_000763295.1
GB_GCA_001613795.1
GB_GCA_000948415.1
GB_GCA_000300275.1
GB_GCA_003326695.1
GB_GCA_003326675.1
GB_GCA_003326795.1
GB_GCA_019634165.1
GB_GCA_000968135.1
GB_GCA_012960465.1
GB_GCA_002168115.1
GB_GCA_018649725.1
GB_GCA_913020445.1
GB_GCA_018674495.1
GB_GCA_002937995.1
GB_GCA_913055735.1
GB_GCA_004341725.1
GB_GCA_015231605.1
GB_GCA_001746755.1
GB_GCA_018660465.1
GB_GCA_001830425.1
GB_GCA_014382375.1
GB_GCA_018700835.1
GB_GCA_013204045.1
GB_GCA_018671895.1
GB_GCA_018662225.1
GB_GCA_002781745.1
GB_GCA_002325375.1
GB_GCA_002706405.1
GB_GCA_905478885.1
GB_GCA_017640505.1
GB_GCA_017644185.1
GB_GCA_002389175.1
GB_GCA_017857825.1
GB_GCA_002167875.1
GB_GCA_002378125.1
GB_GCA_018665815.1
GB_GCA_913063455.1
GB_GCA_002328385.1
GB_GCA_014382345.1
GB_GCA_002938315.1
GB_GCA_018432935.1
GB_GCA_018648445.1
GB_GCA_014859895.1
GB_GCA_016872535.1
GB_GCA_016710335.1
GB_GCA_007694935.1
GB_GCA_007695045.1
GB_GCA_016793925.1
GB_GCA_019635555.1
GB_GCA_900609035.1
GB_GCA_014672695.1
GB_GCA_013414705.1
GB_GCA_016712595.1
GB_GCA_016712375.1
GB_GCA_016793875.1
GB_GCA_003354135.1
GB_GCA_902826885.1
GB_GCA_016202695.1
GB_GCA_003576685.1
GB_GCA_009885795.1
GB_GCA_902826565.1
GB_GCA_008728835.1
GB_GCA_008728855.1
GB_GCA_001618175.1
GB_GCA_018814845.1
GB_GCA_000299935.1
GB_GCA_002148795.1
GB_GCA_016869645.1
GB_GCA_016178915.1
GB_GCA_016869375.1
GB_GCA_016869285.1
GB_GCA_014643535.1
GB_GCA_903923205.1
GB_GCA_019238055.1
GB_GCA_019240125.1
GB_GCA_019689675.1
GB_GCA_903827805.1
GB_GCA_903822185.1
GB_GCA_006738865.1
GB_GCA_006739055.1
GB_GCA_003751345.1
GB_GCA_004292755.1
GB_GCA_002251735.1
GB_GCA_013298565.1
GB_GCA_016870115.1
GB_GCA_019745575.1
GB_GCA_004296935.1
GB_GCA_017308295.1
GB_GCA_004297405.1
GB_GCA_017307275.1
GB_GCA_000312425.1
GB_GCA_002281325.1
GB_GCA_004297265.1
GB_GCA_009772935.1
GB_GCA_001557035.1
GB_GCA_019039055.1
GB_GCA_013205335.1
GB_GCA_019236825.1
GB_GCA_016870055.1
GB_GCA_009377525.1
GB_GCA_900110395.1
GB_GCA_019750135.1
GB_GCA_007992495.1
GB_GCA_018240665.1
GB_GCA_903832005.1
GB_GCA_903839865.1
GB_GCA_903915535.1
GB_GCA_018240685.1
GB_GCA_900167455.1
GB_GCA_018242505.1
GB_GCA_017308235.1
GB_GCA_018240745.1
GB_GCA_017305915.1
GB_GCA_016869975.1
GB_GCA_019635875.1
GB_GCA_016699855.1
GB_GCA_003574685.1
GB_GCA_007859315.1
GB_GCA_008039615.1
GB_GCA_016793165.1
GB_GCA_016869915.1
GB_GCA_903860935.1
GB_GCA_016869415.1
GB_GCA_014444615.1
GB_GCA_017308135.1
GB_GCA_016793045.1
GB_GCA_016201015.1
GB_GCA_008012315.1
GB_GCA_003574735.1
GB_GCA_016183985.1
GB_GCA_016712715.1
GB_GCA_016794165.1
GB_GCA_004363235.1
GB_GCA_009909005.1
GB_GCA_000423185.1
GB_GCA_000767795.1
GB_GCA_005938675.1
GB_GCA_018332375.1
GB_GCA_003165335.1
GB_GCA_002168225.1
GB_GCA_019192455.1
GB_GCA_013285465.1
GB_GCA_007693615.1
GB_GCA_019454775.1
GB_GCA_016794125.1
GB_GCA_002423185.1
GB_GCA_009926935.1
GB_GCA_002423205.1
GB_GCA_016794285.1
GB_GCA_001767915.1
GB_GCA_016794145.1
GB_GCA_016794305.1
GB_GCA_002421905.1
GB_GCA_002425415.1
GB_GCA_016432265.1
GB_GCA_000226315.1
GB_GCA_000348745.1
GB_GCA_017302165.1
GB_GCA_002482805.1
GB_GCA_003241475.1
GB_GCA_018608245.1
GB_GCA_013215815.1
GB_GCA_009992645.1
GB_GCA_002789675.1
GB_GCA_012960155.1
GB_GCA_007117665.1
GB_GCA_002359735.1
GB_GCA_002448815.1
GB_GCA_016764775.1
GB_GCA_019634145.1
GB_GCA_002448575.1
GB_GCA_016699735.1
GB_GCA_018000295.1
GB_GCA_900696495.1
GB_GCA_017999645.1
GB_GCA_002483465.1
GB_GCA_002338525.1
GB_GCA_002328415.1
GB_GCA_014205765.1
GB_GCA_000333275.1
GB_GCA_007827955.1
GB_GCA_000730165.1
GB_GCA_000016185.1
GB_GCA_003568845.1
GB_GCA_001296005.1
GB_GCA_002868735.1
GB_GCA_017996735.1
GB_GCA_002251795.1
GB_GCA_000429645.1
GB_GCA_900188305.1
GB_GCA_009495745.1
GB_GCA_003336875.1
GB_GCA_001939945.1
GB_GCA_017355985.1
GB_GCA_000936425.1
GB_GCA_000576635.1
GB_GCA_008843145.1
GB_GCA_016765655.1
GB_GCA_016806835.1
GB_GCA_903927615.1
GB_GCA_903883715.1
GB_GCA_903856295.1
GB_GCA_903907775.1
GB_GCA_013423485.1
GB_GCA_017356015.1
GB_GCA_017876165.1
GB_GCA_017876155.1
GB_GCA_008365375.1
GB_GCA_000404045.1
GB_GCA_008274965.1
GB_GCA_003130795.1
GB_GCA_003116095.1
GB_GCA_017876115.1
GB_GCA_000960825.1
GB_GCA_003115975.1
GB_GCA_003116035.1
GB_GCA_003116065.1
GB_GCA_016595245.1
GB_GCA_000010725.1
GB_GCA_001639105.1
GB_GCA_003233655.1
GB_GCA_000283655.1
GB_GCA_003590795.1
GB_GCA_003966125.1
GB_GCA_003989665.1
GB_GCA_020005195.1
GB_GCA_003116015.1
GB_GCA_000429625.1
GB_GCA_016699305.1
GB_GCA_010031785.1
GB_GCA_903919315.1
GB_GCA_019233975.1
GB_GCA_903920205.1
GB_GCA_903875345.1
GB_GCA_016124955.1
GB_GCA_009927055.1
GB_GCA_009773045.1
GB_GCA_003246625.1
GB_GCA_900079695.1
GB_GCA_012103295.1
GB_GCA_018666155.1
GB_GCA_004297485.1
GB_GCA_020160875.1
GB_GCA_019694335.1
GB_GCA_903888485.1
GB_GCA_016869315.1
GB_GCA_002737725.1
GB_GCA_014197915.1
GB_GCA_014197795.1
GB_GCA_900101965.1
GB_GCA_009601025.1
GB_GCA_008630015.1
GB_GCA_000013085.1
GB_GCA_014861485.1
GB_GCA_000284415.1
GB_GCA_007992075.1
GB_GCA_900100455.1
GB_GCA_000315795.1
GB_GCA_900230255.1
GB_GCA_900156605.1
GB_GCA_012102655.1
GB_GCA_001611975.1
GB_GCA_012102705.1
GB_GCA_014205675.1
GB_GCA_000381985.1
GB_GCA_016214125.1
GB_GCA_015229215.1
GB_GCA_015232335.1
GB_GCA_015231795.1
GB_GCA_902725215.1
GB_GCA_006980715.1
GB_GCA_019455065.1
GB_GCA_903858635.1
GB_GCA_009712185.1
GB_GCA_002845745.1
GB_GCA_015654615.1
GB_GCA_016212565.1
GB_GCA_902729435.1
GB_GCA_001650635.1
GB_GCA_903941095.1
GB_GCA_001898825.1
GB_GCA_002435715.1
GB_GCA_018224925.1
GB_GCA_006218045.1
GB_GCA_000513295.1
GB_GCA_011022235.1
GB_GCA_903899885.1
GB_GCA_903924765.1
GB_GCA_000294655.1
GB_GCA_900108475.1
GB_GCA_000442515.1
GB_GCA_903901915.1
GB_GCA_900184795.1
GB_GCA_000009985.1
GB_GCA_000829825.1
GB_GCA_002105535.1
GB_GCA_001511835.1
GB_GCA_000342045.1
GB_GCA_001650715.1
GB_GCA_003284725.1
GB_GCA_903853455.1
GB_GCA_902729425.1
GB_GCA_903941105.1
GB_GCA_009839325.1
GB_GCA_002728255.1
GB_GCA_002937585.1
GB_GCA_902826265.1
GB_GCA_007694015.1
GB_GCA_002898275.1
GB_GCA_015488175.1
GB_GCA_900187945.1
GB_GCA_000427665.1
GB_GCA_009806515.1
GB_GCA_019800005.1
GB_GCA_014636235.1
GB_GCA_000264455.1
GB_GCA_007644105.1
GB_GCA_019203965.1
GB_GCA_003336755.1
GB_GCA_000378465.1
GB_GCA_006704265.1
GB_GCA_001889505.1
GB_GCA_001889525.1
GB_GCA_000014285.1
GB_GCA_019240395.1
GB_GCA_008630155.1
GB_GCA_903839965.1
GB_GCA_903918195.1
GB_GCA_903824635.1
GB_GCA_903865895.1
GB_GCA_903845065.1
GB_GCA_903842315.1
GB_GCA_903881515.1
GB_GCA_001899585.1
GB_GCA_903893975.1
GB_GCA_903873995.1
GB_GCA_903924855.1
GB_GCA_903823665.1
GB_GCA_903864895.1
GB_GCA_017307335.1
GB_GCA_017304945.1
GB_GCA_001898425.1
GB_GCA_903900905.1
GB_GCA_903918315.1
GB_GCA_903895595.1
GB_GCA_903924985.1
GB_GCA_903877125.1
GB_GCA_018240405.1
GB_GCA_003506895.1
GB_GCA_903932145.1
GB_GCA_009765975.1
GB_GCA_002937115.1
GB_GCA_903851415.1
GB_GCA_903841135.1
GB_GCA_903944925.1
GB_GCA_019352115.1
GB_GCA_003151425.1
GB_GCA_903847525.1
GB_GCA_017307285.1
GB_GCA_009765865.1
GB_GCA_019351895.1
GB_GCA_002279355.1
GB_GCA_000701585.1
GB_GCA_000016725.1
GB_GCA_002255515.1
GB_GCA_002255495.1
GB_GCA_002255575.1
GB_GCA_014201825.1
GB_GCA_000687875.1
GB_GCA_000964385.1
GB_GCA_003164135.1
GB_GCA_013044125.1
GB_GCA_903970435.1
GB_GCA_013166815.1
GB_GCA_903922595.1
GB_GCA_014192375.1
GB_GCA_005844085.1
GB_GCA_004843345.1
GB_GCA_004843165.1
GB_GCA_003202795.1
GB_GCA_000231445.1
GB_GCA_014672835.1
GB_GCA_000963885.1
GB_GCA_007988885.1
GB_GCA_016865195.1
GB_GCA_000344115.1
GB_GCA_000284875.1
GB_GCA_002723955.1
GB_GCA_006542355.1
GB_GCA_007988905.1
GB_GCA_006539125.1
GB_GCA_009547075.1
GB_GCA_006538885.1
GB_GCA_000011685.1
GB_GCA_001580925.1
GB_GCA_015244675.1
GB_GCA_018256245.1
GB_GCA_015244785.1
GB_GCA_018256155.1
GB_GCA_000234355.1
GB_GCA_006542335.1
GB_GCA_001598495.1
GB_GCA_009906835.1
GB_GCA_002592045.1
GB_GCA_009725755.1
GB_GCA_014048475.1
GB_GCA_000723565.1
GB_GCA_014048465.1
GB_GCA_009834805.1
GB_GCA_000378165.1
GB_GCA_009834765.1
GB_GCA_006542375.1
GB_GCA_006542395.1
GB_GCA_002005465.1
GB_GCA_007988925.1
GB_GCA_000697575.1
GB_GCA_007988945.1
GB_GCA_019823045.1
GB_GCA_001547995.1
GB_GCA_000613845.1
GB_GCA_014635085.1
GB_GCA_000613885.1
GB_GCA_000614545.1
GB_GCA_018335475.1
GB_GCA_014174255.1
GB_GCA_003350405.1
GB_GCA_014174375.1
GB_GCA_014174275.1
GB_GCA_000067045.1
GB_GCA_014174155.1
GB_GCA_014174355.1
GB_GCA_003206055.1
GB_GCA_000164395.1
GB_GCA_002906255.1
GB_GCA_003206495.1
GB_GCA_002878245.1
GB_GCA_003403295.1
GB_GCA_003207865.1
GB_GCA_001571345.1
GB_GCA_013155395.1
GB_GCA_015155755.1
GB_GCA_000227565.1
GB_GCA_000285295.1
GB_GCA_000550765.1
GB_GCA_006538165.1
GB_GCA_000182745.1
GB_GCA_000700985.1
GB_GCA_012517935.1
GB_GCA_017377715.1
GB_GCA_000429165.1
GB_GCA_011516735.1
GB_GCA_011516835.1
GB_GCA_011516825.1
GB_GCA_011516945.1
GB_GCA_011516755.1
GB_GCA_002005445.1
GB_GCA_000193495.1
GB_GCA_011516765.1
GB_GCA_002153545.1
GB_GCA_000225485.1
GB_GCA_002153775.1
GB_GCA_007989335.1
GB_GCA_002153485.1
GB_GCA_011516935.1
GB_GCA_000964205.1
GB_GCA_000613905.1
GB_GCA_002153605.1
GB_GCA_001581075.1
GB_GCA_000691125.1
GB_GCA_000193245.1
GB_GCA_000285315.1
GB_GCA_000010825.1
GB_GCA_017377735.1
GB_GCA_006539345.1
GB_GCA_017377745.1
GB_GCA_000613285.1
GB_GCA_008365315.1
GB_GCA_017474285.1
GB_GCA_017413025.1
GB_GCA_011516865.1
GB_GCA_000613865.1
GB_GCA_011516885.1
GB_GCA_011516875.1
GB_GCA_000964225.1
GB_GCA_009765685.1
GB_GCA_011332665.1
GB_GCA_003352165.1
GB_GCA_019683715.1
GB_GCA_017355885.1
GB_GCA_019750475.1
GB_GCA_000425365.1
GB_GCA_017311575.1
GB_GCA_014196305.1
GB_GCA_014764365.1
GB_GCA_018413645.1
GB_GCA_004336745.1
GB_GCA_019747315.1
GB_GCA_018413585.1
GB_GCA_014376425.1
GB_GCA_009900765.1
GB_GCA_004005855.1
GB_GCA_019084075.1
GB_GCA_019750465.1
GB_GCA_004761865.1
GB_GCA_019458025.1
GB_GCA_014644455.1
GB_GCA_016775475.1
GB_GCA_900101615.1
GB_GCA_902805545.1
GB_GCA_000745835.1
GB_GCA_016773205.1
GB_GCA_000802185.1
GB_GCA_008360935.1
GB_GCA_014283215.1
GB_GCA_004355005.1
GB_GCA_003258945.1
GB_GCA_013112485.1
GB_GCA_004343615.1
GB_GCA_004353985.1
GB_GCA_903896535.1
GB_GCA_903835235.1
GB_GCA_903843125.1
GB_GCA_018129085.1
GB_GCA_018128965.1
GB_GCA_016869735.1
GB_GCA_903927465.1
GB_GCA_903844785.1
GB_GCA_005222755.1
GB_GCA_001464375.1
GB_GCA_016106005.1
GB_GCA_018129005.1
GB_GCA_018129065.1
GB_GCA_012163135.1
GB_GCA_019430885.1
GB_GCA_018129025.1
GB_GCA_014644535.1
GB_GCA_014199195.1
GB_GCA_017813355.1
GB_GCA_016106015.1
GB_GCA_003173615.1
GB_GCA_005222815.1
GB_GCA_900114315.1
GB_GCA_016805305.1
GB_GCA_011040385.1
GB_GCA_012103215.1
GB_GCA_019029495.1
GB_GCA_012163145.1
GB_GCA_019024325.1
GB_GCA_003253705.1
GB_GCA_000622225.1
GB_GCA_000518625.1
GB_GCA_006438825.1
GB_GCA_000711725.1
GB_GCA_016107305.1
GB_GCA_009848505.1
GB_GCA_017813365.1
GB_GCA_900141905.1
GB_GCA_017813395.1
GB_GCA_014199205.1
GB_GCA_015223225.1
GB_GCA_000245075.1
GB_GCA_014490485.1
GB_GCA_017654485.1
GB_GCA_003611975.1
GB_GCA_014490445.1
GB_GCA_017355405.1
GB_GCA_016107285.1
GB_GCA_002631185.1
GB_GCA_003116135.1
GB_GCA_000164635.1
GB_GCA_001982615.1
GB_GCA_902706185.1
GB_GCA_009829925.1
GB_GCA_003604215.1
GB_GCA_008386565.1
GB_GCA_012267605.1
GB_GCA_016869195.1
GB_GCA_011523425.1
GB_GCA_018666805.1
GB_GCA_016869675.1
GB_GCA_002238685.1
GB_GCA_014323865.1
GB_GCA_002722885.1
GB_GCA_018700655.1
GB_GCA_003590945.1
GB_GCA_003173035.1
GB_GCA_003173055.1
GB_GCA_009693835.1
GB_GCA_002429315.1
GB_GCA_019241645.1
GB_GCA_019242395.1
GB_GCA_018242145.1
GB_GCA_018242105.1
GB_GCA_016783965.1
GB_GCA_018241025.1
GB_GCA_903857685.1
GB_GCA_903821435.1
GB_GCA_017307355.1
GB_GCA_019242275.1
GB_GCA_017308475.1
GB_GCA_018449595.1
GB_GCA_903837555.1
GB_GCA_902825865.1
GB_GCA_013697055.1
GB_GCA_903902075.1
GB_GCA_002307315.1
GB_GCA_002307725.1
GB_GCA_011762045.1
GB_GCA_011761565.1
GB_GCA_015654635.1
GB_GCA_019247845.1
GB_GCA_019245415.1
GB_GCA_003139615.1
GB_GCA_016201105.1
GB_GCA_016125165.1
GB_GCA_017308425.1
GB_GCA_017308375.1
GB_GCA_018971835.1
GB_GCA_903862715.1
GB_GCA_016792565.1
GB_GCA_019670725.1
GB_GCA_016124635.1
GB_GCA_016792785.1
GB_GCA_017983635.1
GB_GCA_013140995.1
GB_GCA_902826695.1
GB_GCA_001657385.1
GB_GCA_013002535.1
GB_GCA_913055785.1
GB_GCA_002943565.1
GB_GCA_002704915.1
GB_GCA_013151255.1
GB_GCA_014199495.1
GB_GCA_016125425.1
GB_GCA_013389105.1
GB_GCA_902826095.1
GB_GCA_016125455.1
GB_GCA_000152825.1
GB_GCA_003399445.1
GB_GCA_013085255.1
GB_GCA_014651915.1
GB_GCA_014199615.1
GB_GCA_000733125.1
GB_GCA_015487305.1
GB_GCA_009712425.1
GB_GCA_014534785.1
GB_GCA_913055605.1
GB_GCA_000412185.1
GB_GCA_000382325.1
GB_GCA_009806145.1
GB_GCA_017161425.1
GB_GCA_007050995.1
GB_GCA_001314625.1
GB_GCA_004000605.1
GB_GCA_014639075.1
GB_GCA_003122085.1
GB_GCA_016124675.1
GB_GCA_008630495.1
GB_GCA_000152745.1
GB_GCA_000420265.1
GB_GCA_001657295.1
GB_GCA_014323565.1
GB_GCA_003129605.1
GB_GCA_900103475.1
GB_GCA_018222865.1
GB_GCA_017643475.1
GB_GCA_017643585.1
